"# monster_init.csv",,,,,
"# 怪物初始化配置表",,,,,
"# 规则名","属性","是否temp字段","计算公式","计算参数","备注"
"auto","auto","auto","auto","auto","auto"
"# 测试巨石守卫",,,,,
"jushishouwei","attack",0,"CALC_MONSTER_INIT_ATTACK",30,"攻击"
"jushishouwei","defense",0,"CALC_MONSTER_INIT_DEFENSE",100,"物理防御"
"jushishouwei","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1,"最大生命值"
"jushishouwei","hp",0,"CALC_INIT_HP",1,"生命值"
"jushishouwei","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"jushishouwei","mp",0,"CALC_INIT_MP",3,"能量值"
"jushishouwei","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"jushishouwei","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"jushishouwei","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 测试精髓守卫",,,,,
"jingsuishouwei","attack",0,"CALC_MONSTER_INIT_ATTACK",30,"攻击"
"jingsuishouwei","defense",0,"CALC_MONSTER_INIT_DEFENSE",100,"物理防御"
"jingsuishouwei","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1,"最大生命值"
"jingsuishouwei","hp",0,"CALC_INIT_HP",1,"生命值"
"jingsuishouwei","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"jingsuishouwei","mp",0,"CALC_INIT_MP",2,"能量值"
"jingsuishouwei","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"jingsuishouwei","bm",0,"CALC_MONSTER_INIT_ATTRIB",10,"bm值"
"jingsuishouwei","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"jingsuishouwei","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 测试BOSS·普通",,,,,
"boss01","attack",0,"CALC_MONSTER_INIT_ATTACK",100,"攻击"
"boss01","defense",0,"CALC_MONSTER_INIT_DEFENSE",100,"物理防御"
"boss01","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1,"最大生命值"
"boss01","hp",0,"CALC_INIT_HP",1,"生命值"
"boss01","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"boss01","mp",0,"CALC_INIT_MP",3,"能量值"
"boss01","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"boss01","bm",0,"CALC_MONSTER_INIT_ATTRIB",10,"bm值"
"boss01","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"# 测试BOSS·困难",,,,,
"boss01n","attack",0,"CALC_MONSTER_INIT_ATTACK",100,"攻击"
"boss01n","defense",0,"CALC_MONSTER_INIT_DEFENSE",100,"物理防御"
"boss01n","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1,"最大生命值"
"boss01n","hp",0,"CALC_INIT_HP",1,"生命值"
"boss01n","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"boss01n","mp",0,"CALC_INIT_MP",3,"能量值"
"boss01n","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"boss01n","bm",0,"CALC_MONSTER_INIT_ATTRIB",10,"bm值"
"boss01n","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"# 测试BOSS·地狱",,,,,
"boss01h","attack",0,"CALC_MONSTER_INIT_ATTACK",100,"攻击"
"boss01h","defense",0,"CALC_MONSTER_INIT_DEFENSE",100,"物理防御"
"boss01h","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1,"最大生命值"
"boss01h","hp",0,"CALC_INIT_HP",1,"生命值"
"boss01h","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"boss01h","mp",0,"CALC_INIT_MP",3,"能量值"
"boss01h","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"boss01h","bm",0,"CALC_MONSTER_INIT_ATTRIB",10,"bm值"
"boss01h","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"# 测试BOSS2",,,,,
"boss02","attack",0,"CALC_MONSTER_INIT_ATTACK",6,"攻击"
"boss02","defense",0,"CALC_MONSTER_INIT_DEFENSE",100,"物理防御"
"boss02","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",0.3,"最大生命值"
"boss02","hp",0,"CALC_INIT_HP",1,"生命值"
"boss02","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"boss02","mp",0,"CALC_INIT_MP",3,"能量值"
"boss02","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"boss02","bm",0,"CALC_MONSTER_INIT_ATTRIB",10,"bm值"
"boss02","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"boss02","reborn_times",0,"CALC_INIT_REBORN_TIMES",1,"重生次数"
"boss02","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP","特殊进场表现"
"# 魔眼BOSS",,,,,
"boss_my","attack",0,"CALC_MONSTER_INIT_ATTACK",200,"攻击"
"boss_my","defense",0,"CALC_MONSTER_INIT_DEFENSE",100,"物理防御"
"boss_my","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",2.5,"最大生命值"
"boss_my","hp",0,"CALC_INIT_HP",1,"生命值"
"boss_my","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"boss_my","mp",0,"CALC_INIT_MP",3,"能量值"
"boss_my","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"boss_my","bm",0,"CALC_MONSTER_INIT_ATTRIB",10,"bm值"
"boss_my","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"# 小魔眼",,,,,
"sum_9050","attack",0,"CALC_MONSTER_INIT_ATTACK",30,"攻击"
"sum_9050","defense",0,"CALC_MONSTER_INIT_DEFENSE",100,"物理防御"
"sum_9050","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",0.4,"最大生命值"
"sum_9050","hp",0,"CALC_INIT_HP",1,"生命值"
"sum_9050","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"sum_9050","mp",0,"CALC_INIT_MP",3,"能量值"
"sum_9050","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"sum_9050","bm",0,"CALC_MONSTER_INIT_ATTRIB",10,"bm值"
"sum_9050","forget_immu",0,"CALC_MONSTER_INIT_ATTRIB",1000,"免疫遗忘标识"
"sum_9050","no_reborn_immu",0,"CALC_MONSTER_INIT_ATTRIB",1000,"免疫禁止重生标识"
"sum_9050","crt_rate",0,"CALC_MONSTER_INIT_ATTRIB",350,"bm值"
"sum_9050","max_summon",0,"CALC_MONSTER_INIT_ATTRIB",3,"最大召唤数量"
"sum_9050","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"sum_9050","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 小魔眼·风",,,,,
"sum_9051","attack",0,"CALC_MONSTER_INIT_ATTACK",30,"攻击"
"sum_9051","defense",0,"CALC_MONSTER_INIT_DEFENSE",100,"物理防御"
"sum_9051","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",0.4,"最大生命值"
"sum_9051","hp",0,"CALC_INIT_HP",1,"生命值"
"sum_9051","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"sum_9051","mp",0,"CALC_INIT_MP",3,"能量值"
"sum_9051","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"sum_9051","bm",0,"CALC_MONSTER_INIT_ATTRIB",10,"bm值"
"sum_9051","forget_immu",0,"CALC_MONSTER_INIT_ATTRIB",1000,"免疫遗忘标识"
"sum_9051","no_reborn_immu",0,"CALC_MONSTER_INIT_ATTRIB",1000,"免疫禁止重生标识"
"sum_9051","crt_rate",0,"CALC_MONSTER_INIT_ATTRIB",350,"bm值"
"sum_9051","max_summon",0,"CALC_MONSTER_INIT_ATTRIB",3,"最大召唤数量"
"sum_9051","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"sum_9051","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 兰达平原-1-普通-第1波",,,,,
"f1e1_0","attack",0,"CALC_MONSTER_INIT_ATTACK",775,"攻击"
"f1e1_0","defense",0,"CALC_MONSTER_INIT_DEFENSE",1402,"物理防御"
"f1e1_0","agility",0,"CALC_MONSTER_INIT_AGI",1001,"敏捷"
"f1e1_0","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f1e1_0","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",807,"最大生命值"
"f1e1_0","hp",0,"CALC_INIT_HP",1,"生命值"
"f1e1_0","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f1e1_0","mp",0,"CALC_INIT_MP",3,"能量值"
"f1e1_0","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f1e1_0","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f1e1_0","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f1e1_0","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f1e1_0","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f1e1_0","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f1e1_0","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 兰达平原-2-普通-第1波",,,,,
"f1e2_0","attack",0,"CALC_MONSTER_INIT_ATTACK",780,"攻击"
"f1e2_0","defense",0,"CALC_MONSTER_INIT_DEFENSE",1404,"物理防御"
"f1e2_0","agility",0,"CALC_MONSTER_INIT_AGI",1002,"敏捷"
"f1e2_0","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f1e2_0","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",814,"最大生命值"
"f1e2_0","hp",0,"CALC_INIT_HP",1,"生命值"
"f1e2_0","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f1e2_0","mp",0,"CALC_INIT_MP",3,"能量值"
"f1e2_0","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f1e2_0","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f1e2_0","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f1e2_0","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f1e2_0","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f1e2_0","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f1e2_0","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 兰达平原-2-普通-第2波",,,,,
"f1e2_1","attack",0,"CALC_MONSTER_INIT_ATTACK",784,"攻击"
"f1e2_1","defense",0,"CALC_MONSTER_INIT_DEFENSE",1404,"物理防御"
"f1e2_1","agility",0,"CALC_MONSTER_INIT_AGI",1002,"敏捷"
"f1e2_1","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f1e2_1","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",920,"最大生命值"
"f1e2_1","hp",0,"CALC_INIT_HP",1,"生命值"
"f1e2_1","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f1e2_1","mp",0,"CALC_INIT_MP",3,"能量值"
"f1e2_1","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f1e2_1","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f1e2_1","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f1e2_1","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f1e2_1","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f1e2_1","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f1e2_1","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 兰达平原-2-普通-boss",,,,,
"f1e2_boss","attack",0,"CALC_MONSTER_INIT_ATTACK",1010,"攻击"
"f1e2_boss","defense",0,"CALC_MONSTER_INIT_DEFENSE",1407,"物理防御"
"f1e2_boss","agility",0,"CALC_MONSTER_INIT_AGI",1004,"敏捷"
"f1e2_boss","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f1e2_boss","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1240,"最大生命值"
"f1e2_boss","hp",0,"CALC_INIT_HP",1,"生命值"
"f1e2_boss","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f1e2_boss","mp",0,"CALC_INIT_MP",3,"能量值"
"f1e2_boss","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f1e2_boss","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f1e2_boss","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f1e2_boss","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f1e2_boss","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f1e2_boss","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f1e2_boss","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 兰达平原-3-普通-第1波",,,,,
"f1e3_0","attack",0,"CALC_MONSTER_INIT_ATTACK",785,"攻击"
"f1e3_0","defense",0,"CALC_MONSTER_INIT_DEFENSE",1406,"物理防御"
"f1e3_0","agility",0,"CALC_MONSTER_INIT_AGI",1003,"敏捷"
"f1e3_0","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f1e3_0","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",821,"最大生命值"
"f1e3_0","hp",0,"CALC_INIT_HP",1,"生命值"
"f1e3_0","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f1e3_0","mp",0,"CALC_INIT_MP",3,"能量值"
"f1e3_0","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f1e3_0","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f1e3_0","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f1e3_0","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f1e3_0","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f1e3_0","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f1e3_0","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 兰达平原-3-普通-第2波",,,,,
"f1e3_1","attack",0,"CALC_MONSTER_INIT_ATTACK",791,"攻击"
"f1e3_1","defense",0,"CALC_MONSTER_INIT_DEFENSE",1406,"物理防御"
"f1e3_1","agility",0,"CALC_MONSTER_INIT_AGI",1003,"敏捷"
"f1e3_1","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f1e3_1","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",930,"最大生命值"
"f1e3_1","hp",0,"CALC_INIT_HP",1,"生命值"
"f1e3_1","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f1e3_1","mp",0,"CALC_INIT_MP",3,"能量值"
"f1e3_1","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f1e3_1","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f1e3_1","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f1e3_1","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f1e3_1","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f1e3_1","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f1e3_1","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 兰达平原-3-普通-boss",,,,,
"f1e3_boss","attack",0,"CALC_MONSTER_INIT_ATTACK",1015,"攻击"
"f1e3_boss","defense",0,"CALC_MONSTER_INIT_DEFENSE",1410,"物理防御"
"f1e3_boss","agility",0,"CALC_MONSTER_INIT_AGI",1006,"敏捷"
"f1e3_boss","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f1e3_boss","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1260,"最大生命值"
"f1e3_boss","hp",0,"CALC_INIT_HP",1,"生命值"
"f1e3_boss","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f1e3_boss","mp",0,"CALC_INIT_MP",3,"能量值"
"f1e3_boss","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f1e3_boss","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f1e3_boss","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f1e3_boss","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f1e3_boss","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f1e3_boss","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f1e3_boss","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 兰达平原-4-普通-第1波",,,,,
"f1e4_0","attack",0,"CALC_MONSTER_INIT_ATTACK",790,"攻击"
"f1e4_0","defense",0,"CALC_MONSTER_INIT_DEFENSE",1408,"物理防御"
"f1e4_0","agility",0,"CALC_MONSTER_INIT_AGI",1004,"敏捷"
"f1e4_0","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f1e4_0","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",828,"最大生命值"
"f1e4_0","hp",0,"CALC_INIT_HP",1,"生命值"
"f1e4_0","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f1e4_0","mp",0,"CALC_INIT_MP",3,"能量值"
"f1e4_0","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f1e4_0","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f1e4_0","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f1e4_0","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f1e4_0","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f1e4_0","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f1e4_0","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 兰达平原-4-普通-第2波",,,,,
"f1e4_1","attack",0,"CALC_MONSTER_INIT_ATTACK",798,"攻击"
"f1e4_1","defense",0,"CALC_MONSTER_INIT_DEFENSE",1408,"物理防御"
"f1e4_1","agility",0,"CALC_MONSTER_INIT_AGI",1004,"敏捷"
"f1e4_1","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f1e4_1","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",940,"最大生命值"
"f1e4_1","hp",0,"CALC_INIT_HP",1,"生命值"
"f1e4_1","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
